LC_H1_CM	1580501094	1	0
LC_H1_EN	1580501094	1	0
LC_H1_HV	1580501094	1	0
LC_H1_CE	1580501094	1	0
H1YR_20_MV	1580501094	-1551	0
H1YR_20_DV	1580501094	-1550	0
H1YR_19_MV	1580501094	-1581	0
H1YR_19_DV	1580501094	-1580	0
H1YR_18_MV	1580501094	-1611	0
H1YR_18_DV	1580501094	-1610	0
H1YR_17_MV	1580501094	-1561	0
H1YR_17_DV	1580501094	-1560	0
H1YR_16_MV	1580501094	-1621	0
H1YR_16_DV	1580501094	-1620	0
H1YR_15_MV	1580501094	-1507	0
H1YR_15_DV	1580501094	-1505	0
H1YR_14_MV	1580501094	-1521	0
H1YR_14_DV	1580501094	-1520	0
H1YR_13_MV	1580501094	-1541	0
H1YR_13_DV	1580501094	-1540	0
H1YR_12_MV	1580501094	-1551	0
H1YR_12_DV	1580501094	-1550	0
H1YR_11_MV	1580501094	-1511	0
H1YR_11_DV	1580501094	-1510	0
H1YR_10_MV	1580501094	-1571	0
H1YR_10_DV	1580501094	-1570	0
H1YR_9_MV	1580501094	-1352	0
H1YR_9_DV	1580501094	-1350	0
H1YR_8_MV	1580501094	-1641	0
H1YR_8_DV	1580501094	-1640	0
H1YR_7_MV	1580501094	-1641	0
H1YR_7_DV	1580501094	-1640	0
H1YR_6_MV	1580501094	-1571	0
H1YR_6_DV	1580501094	-1570	0
H1YR_5_MV	1580501094	-1531	0
H1YR_5_DV	1580501094	-1530	0
H1YR_4_MV	1580501094	-1541	0
H1YR_4_DV	1580501094	-1540	0
H1YR_3_MV	1580501094	-1581	0
H1YR_3_DV	1580501094	-1580	0
H1YR_2_MV	1580501094	-1591	0
H1YR_2_DV	1580501094	-1590	0
H1YR_1_MV	1580501094	-1561	0
H1YR_1_DV	1580501094	-1560	0
H1YL_20_MV	1580501094	-1711	0
H1YL_20_DV	1580501094	-1710	0
H1YL_19_MV	1580501094	-1731	0
H1YL_19_DV	1580501094	-1730	0
H1YL_18_MV	1580501094	-1440	0
H1YL_18_DV	1580501094	-1440	0
H1YL_17_MV	1580501094	-1631	0
H1YL_17_DV	1580501094	-1630	0
H1YL_16_MV	1580501094	-1631	0
H1YL_16_DV	1580501094	-1630	0
H1YL_15_MV	1580501094	-1701	0
H1YL_15_DV	1580501094	-1700	0
H1YL_14_MV	1580501094	-1721	0
H1YL_14_DV	1580501094	-1720	0
H1YL_13_MV	1580501094	-1651	0
H1YL_13_DV	1580501094	-1650	0
H1YL_12_MV	1580501094	-1681	0
H1YL_12_DV	1580501094	-1680	0
H1YL_11_MV	1580501094	-1751	0
H1YL_11_DV	1580501094	-1750	0
H1YL_10_MV	1580501094	-1660	0
H1YL_10_DV	1580501094	-1660	0
H1YL_9_MV	1580501094	-1661	0
H1YL_9_DV	1580501094	-1660	0
