1,SpillData,1
2,ChamHv,1
3,HodoHv,1
4,HallEnv,1
5,DPhodo,1
6,Acnet,1
7,ScalerDAQ,1
8,TargetDAQ,1
9,BeamDAQ,1
10,ReadSlowCont,0
11,StatusMonitor,0
