1,SpillData,0
2,ChamHv,1
3,HodoHv,1
4,HallEnv,1
5,DPhodo,0
6,Acnet,1
7,ScalerDAQ,0
8,TargetDAQ,0
9,BeamDAQ,0
10,StatusMonitor,0
11,ReadSlowCont,0
